,AVB_Anod_CONTROL_AveargeRunLogRTs,TXM_Anod_CONTROL_AveargeRunLogRTs,SRH_Anod_CONTROL_AveargeRunLogRTs,CRB_Anod_CONTROL_AveargeRunLogRTs,VXE_Anod_CONTROL_AveargeRunLogRTs,EGW_Anod_CONTROL_AveargeRunLogRTs,MTG_Anod_CONTROL_AveargeRunLogRTs,JEC_Anod_CONTROL_AveargeRunLogRTs,STF_Anod_CONTROL_AveargeRunLogRTs,MAM_Anod_CONTROL_AveargeRunLogRTs,DLC_Anod_CONTROL_AveargeRunLogRTs,JAF_Anod_CONTROL_AveargeRunLogRTs,VXP_Anod_CONTROL_AveargeRunLogRTs,AAF_Anod_CONTROL_AveargeRunLogRTs,LOW_Anod_CONTROL_AveargeRunLogRTs,JSH_Anod_CONTROL_AveargeRunLogRTs,FRF_Anod_CONTROL_AveargeRunLogRTs,IXD_Anod_CONTROL_AveargeRunLogRTs,RJO_Anod_CONTROL_AveargeRunLogRTs,DSL_Anod_CONTROL_AveargeRunLogRTs,RID_Anod_CONTROL_AveargeRunLogRTs,GroupAvgLogRT
10,2.637982142857143,2.5488333333333326,2.3643977272727272,2.834026315789474,2.620827586206897,2.483608695652175,2.727333333333333,2.6514363636363627,2.3923411764705884,2.519913043478261,2.7204583333333336,2.3575172413793104,2.7021599999999997,2.7897142857142856,2.7508000000000012,2.7606216216216213,2.4829577464788737,2.3954285714285715,2.714604166666668,2.479211267605635,2.4038915662650604,2.5875268818344597
11,2.5965,2.493971830985916,2.260444444444444,2.8557837837837834,2.5551538461538463,2.4793285714285718,2.7138000000000004,2.6370178571428577,2.3439666666666668,2.5230298507462687,2.7577111111111106,2.310691489361701,2.7099795918367344,2.8292352941176477,2.6694285714285724,2.792717948717949,2.380061728395062,2.380906976744186,2.7296590909090908,2.504144927536232,2.4258518518518524,2.5690183539696423
12,2.68086,2.671907407407408,2.5965714285714285,2.8194146341463417,2.6457017543859647,2.729979591836735,2.7305200000000007,2.688471698113208,2.630084745762712,2.6190500000000005,2.762666666666667,2.6028620689655173,2.764386363636364,2.8016511627906984,2.720482758620689,2.7587608695652177,2.6342931034482766,2.6043278688524585,2.7104509803921557,2.7029803921568627,2.6447586206896547,2.6914372436194456
13,2.603728813559321,2.5139420289855074,2.2193711340206184,2.8194358974358984,2.5826935483870974,2.4570273972602745,2.644857142857142,2.626379310344828,2.433912500000002,2.5110571428571427,2.7732954545454542,2.310191489361701,2.7099333333333333,2.889,2.7418529411764703,2.7708749999999998,2.6232241379310355,2.3706666666666667,2.7351739130434782,2.3478735632183905,2.574125,2.583743638808779
14,2.5549218750000007,2.4820958904109585,2.1850467289719613,2.7917317073170733,2.601147540983607,2.2567346938775508,2.6787241379310345,2.6159827586206896,2.2754646464646457,2.4626081081081086,2.8362352941176465,2.272646464646464,2.781761904761905,2.7356956521739133,2.7081200000000005,2.7288409090909087,2.4492799999999995,2.2558080808080803,2.7211956521739142,2.4222,2.4795540540540557,2.5378950523577384
15,2.5014057971014494,2.496830985915493,2.309141414141413,2.7830000000000004,2.5825806451612907,2.2413854166666662,2.7067600000000005,2.620157894736842,2.2763,2.4023809523809527,2.7117954545454555,2.2297474747474744,2.733239130434782,2.777787878787878,2.675125,2.6743,2.3886621621621624,2.2418415841584154,2.627379310344826,2.386192307692308,2.388517241379311,2.5121205071598434
16,2.5412769230769228,2.4285945945945953,2.2137979797979788,2.7472444444444446,2.5827419354838703,2.2104489795918365,2.85475,2.6167894736842108,2.247353535353536,2.3785357142857135,2.6909787234042555,2.2209904761904755,2.7236956521739137,2.9201724137931038,2.724166666666667,2.6552127659574465,2.432384615384616,2.311191919191919,2.6624807692307693,2.473909090909092,2.357258426966293,2.523522623818174
17,2.557693548387097,2.422564102564103,2.214235849056603,2.7827894736842107,2.5807903225806452,2.1602980769230755,2.737318181818182,2.6044576271186446,2.293563106796116,2.420128205128205,2.7259148936170208,2.2210192307692305,2.768051282051282,2.880242424242425,2.6149666666666667,2.7453947368421057,2.4762567567567584,2.3472777777777782,2.6643653846153845,2.358375,2.29349494949495,2.5175808379471665
18,2.607551724137932,2.446052631578948,2.20852427184466,2.8162051282051275,2.520318181818181,2.202114583333333,2.772444444444444,2.5832786885245898,2.28941414141414,2.443040540540541,2.7033061224489803,2.2307777777777766,2.7167755102040823,2.8225,2.7240555555555552,2.7687037037037037,2.3734642857142867,2.3808837209302327,2.6176896551724136,2.392621951219512,2.2965408163265306,2.5198220683283323
19,,2.4464729729729733,2.1817087378640774,2.820820512820513,2.503808823529413,2.1656599999999977,2.717791666666667,2.5679206349206347,2.3696626506024097,2.4609054054054047,2.66698,2.207603960396038,2.7355531914893616,2.9368846153846158,2.674555555555556,2.764250000000001,2.4729726027397274,2.317536842105264,2.5721000000000003,2.3589058823529427,2.3167127659574467,2.5129403410381523
20,2.5975833333333336,2.4283797468354433,2.1257155963302745,2.843405405405405,2.4417027027027016,2.2081382978723414,2.7471904761904757,2.534909090909092,2.30909375,2.443853333333333,2.6958431372549025,2.186017699115044,2.6955400000000003,2.8419666666666665,2.7000454545454544,2.6966585365853666,2.374885057471264,2.3294222222222216,2.610803571428572,2.4131285714285733,2.3418064516129045,2.503147100059208
21,2.7176875000000003,2.668425925925926,2.483949367088607,2.900678571428572,2.660037735849057,2.7571627906976754,2.759045454545455,2.7245957446808498,2.6154137931034493,2.6790392156862746,2.8132682926829258,2.541164383561644,2.75154347826087,2.8391315789473683,2.7415555555555566,2.8120303030303035,2.6692777777777783,2.6582592592592595,2.8119999999999994,2.7921428571428577,2.641000000000001,2.716067123105925
22,2.5779137931034484,2.4841126760563377,2.18780808080808,2.8377567567567565,2.5891475409836078,2.3062022471910115,2.6984444444444438,2.5695714285714293,2.3397173913043483,2.4925072463768108,2.769795454545455,2.201919191919191,2.6748301886792456,2.7900263157894742,2.69484375,2.832958333333333,2.299127659574469,2.3609069767441864,2.6808085106382986,2.349413793103448,2.4009166666666664,2.5304156403138114
23,2.585819672131148,2.461256756756756,2.1205833333333333,2.840828571428572,2.5628870967741935,2.474550724637681,2.753,2.5617619047619047,2.2296868686868687,2.4296153846153845,2.82546875,2.1560535714285702,2.6210714285714296,2.798692307692308,2.689318181818181,2.7707804878048776,2.4913913043478257,2.3154893617021277,2.649311111111111,2.41816,2.3864883720930234,2.5305816756997763
24,2.7067755102040816,2.6546315789473693,2.617716666666667,2.782,2.623800000000001,2.7273333333333327,2.6998823529411773,2.7219777777777785,2.58884126984127,2.5896290322580637,2.7472708333333333,2.6167704918032784,2.7636956521739138,2.7225128205128217,2.6825660377358487,2.7623478260869567,2.624616666666667,2.613295081967213,2.6979230769230766,2.673962962962963,2.62875,2.6783951891493247
25,2.607245614035087,2.57390625,2.085479591836734,2.7226041666666667,2.6008852459016403,2.159198113207546,2.69634,2.5684687500000005,2.255515151515152,2.3821279069767445,2.6856730769230768,2.1663131313131307,2.719530612244898,2.6961176470588235,2.6095087719298253,2.6905192307692314,2.3141625,2.276434343434344,2.550378787878788,2.2757582417582416,2.266929292929293,2.4715760203037727
26,2.5716031746031747,2.4884931506849317,1.9869203539823008,2.68086274509804,2.5780634920634915,2.0890270270270266,2.6310175438596493,2.5421076923076935,2.1493861386138606,2.3617816091954023,2.657672727272727,2.1372807017543844,2.7140816326530612,2.6841346153846155,2.561158730158731,2.675716981132076,2.265313131313131,2.259818181818181,2.4764864864864857,2.2961521739130437,2.383045977011494,2.4376249650635
27,2.5213880597014917,2.3213695652173914,1.9951230769230768,2.6816862745098042,2.5393432835820904,2.1154339622641496,2.694999999999999,2.58225,2.089275,2.3033232323232324,2.670169811320755,2.14799173553719,2.686176470588236,2.6600377358490563,2.550516666666668,2.681846153846154,2.2502772277227723,2.16429702970297,2.439623376623376,2.299955555555554,2.3861428571428567,2.4181536702417534
28,2.5091884057971003,2.3632619047619046,2.0018294573643405,2.657320000000001,2.4276410256410257,2.1106752136752136,2.594196721311475,2.52260294117647,2.152889763779525,2.3851927710843377,2.6429285714285706,2.1503652173913035,2.698627450980392,2.6716037735849056,2.564525423728815,2.6476956521739132,2.4996027397260256,2.153896551724137,2.4636666666666667,2.2600842105263155,2.277282828282828,2.416908442419299
29,2.5044558823529406,2.324382022471911,2.0411384615384605,2.6606226415094336,2.269551020408163,2.114173913043477,2.677895833333334,2.502185714285716,2.1900180180180167,2.2774747474747468,2.6658518518518517,2.1013833333333323,2.6884615384615382,2.6728301886792454,2.5719830508474577,2.6743191489361706,2.328313953488372,2.2572252252252247,2.4777042253521118,2.3159651162790698,2.242267326732672,2.4075334863630116
30,2.545859375,2.3032795698924717,2.080147286821705,2.6395272727272725,2.292489583333333,2.131864864864865,2.6191206896551726,2.511029411764706,2.1143125,2.2938247422680407,2.6560740740740743,2.138528,2.7103181818181814,2.672382978723405,2.6045087719298246,2.6433571428571425,2.4008701298701296,2.2510204081632645,2.5115517241379317,2.422263888888888,2.174471153846153,2.41508579764936
31,2.4645342465753433,2.3342209302325583,2.0736806722689063,2.65498076923077,2.2932680412371127,2.1413799999999994,2.6151551724137927,2.4982463768115943,2.1404919354838707,2.304255319148937,2.610745762711864,2.1665087719298235,2.70132,2.7079069767441863,2.6362400000000004,2.62372,2.3349146341463407,2.292784946236559,2.57342372881356,2.2921935483870963,2.2187368421052622,2.4132718416417895
32,2.538169230769231,2.3404942528735617,2.057910569105692,2.6567547169811325,2.2808181818181805,2.1465809523809525,2.606440677966102,2.5192089552238808,2.102704347826088,2.293822916666666,2.6347368421052617,2.124296296296296,2.710326530612246,2.7032,2.6169107142857144,2.71219512195122,2.272123711340205,2.221180851063829,2.557532258064516,2.3524878048780486,2.267742574257425,2.4150303574507737
33,2.6742307692307694,2.6639629629629638,2.420439560439561,2.8121,2.6202241379310363,2.6914615384615392,2.6794230769230767,2.6833269230769234,2.453317647058823,2.59055,2.775372093023256,2.488898734177215,2.790325581395349,2.739152173913044,2.7348913043478262,2.810611111111111,2.6271090909090917,2.6052698412698416,2.7052653061224485,2.661792452830189,2.6440357142857147,2.660560000927133
34,2.5362153846153843,2.3921874999999995,2.00520224719101,2.71468085106383,2.406873417721519,2.19429,2.628490566037736,2.541469696969699,2.225454545454544,2.3130652173913044,2.726833333333333,2.1538787878787877,2.7081224489795925,2.7006666666666668,2.561983606557378,2.7906764705882345,2.3342159090909096,2.4005542168674694,2.4876250000000004,2.3503372093023263,2.254676767676767,2.448928563970785
35,2.5309523809523813,2.357952380952381,2.0550247933884296,2.741288888888889,2.252968750000001,2.2626888888888885,2.6654705882352934,2.6070677966101696,2.087216981132075,2.2853402061855665,2.618689655172413,2.073826086956522,2.7215416666666674,2.720119047619048,2.7081250000000003,2.710175,2.2831494252873563,2.2733367346938778,2.4580675675675674,2.3267391304347833,2.303565656565656,2.4306336488665696
